城市,名称,性质,床位,价格(元/月),特色服务,地址
昆明,官房栖云阁养生公寓,民营,132张,3980,"医养结合,邻近医院,交通便利,康复护理",古渡口路1111号云秀康园小区6号院18栋
昆明,西山区综合福利院,公建民营,274张,2600,"医养结合,邻近医院,邻近景点,适老化设计,康复护理",马街街道马街中村191号宝珠寺旁
昆明,昆明市西山区新心敬老院,民营,60张,1500,"邻近医院,交通便利",云南省昆明市西山区西园南路37号严家地小区搬迁大院6号
昆明,云南昆明一心堂养老院医养中心,民营,300张,3400,"医养结合,医保定点,邻近医院,餐饮定制,康复护理",昆明金鼎科技园
昆明,昆明市五华区学府社区居家养老服务中心|学府养老,民营,125张,2000,"邻近医院,康复护理,试住体验",教场西路28号
昆明,昆明市东川区幸福家园老年公寓,公办（建）,150张,640,"康复护理,临终关怀",昆明市东川区铜都镇起嘎正二号
昆明,福荫颐养院,民营,100张,2400,"医养结合,交通便利,邻近景点,连锁品牌,邻近医院",西山区碧鸡街道红映村668号
昆明,云南红旗养老综合服务有限公司,民营,301张,2800,康复护理,云南省昆明市官渡区日新东路848号红旗养老院内
昆明,昆明官房老年公寓吴井分院,民营,152张,2800,"医养结合,邻近医院,交通便利,适老化设计,康复护理",环城南路佴家湾合金公寓C栋
昆明,康谊淳心长辈照护中心,民营,157张,2600,"康复护理,适老化设计,个性化护理,餐饮定制,试住体验",中和花园小区K、J幢·康谊淳心长辈照护中心
昆明,昆明百善轩养老服务有限公司,民营,120张,2700,"医养结合,邻近医院,交通便利,社区嵌入,餐饮定制",云南省昆明市五华区王家桥路59号云冶生活区
昆明,新昆华·乐龄之家老年康养中心,民营,302张,4300,"医养结合,邻近医院,康复护理",太平新城街道办事处太安路新昆华医院c栋
昆明,昆明西山区综合福利院,公办民营,274张,2600,"医养结合,高端定位,适老化设计,康复护理,连锁品牌",马街街道马街中村191号
昆明,九九祥（嵩明）康养中心,公建民营,80张,1900,"餐饮定制,连锁品牌,康复护理,社区嵌入,试住体验",昆明市嵩明县杨桥街道办事处杨桥社区河滨路207号（原杨桥中心幼儿园）
昆明,云南圣爱康养服务有限公司（圣爱康养园）,民营,100张,9500,"医养结合,餐饮定制,高端定位,邻近景点,交通便利",庾园路99号绿地海珀澜庭二期S1栋商铺
昆明,昆明市官渡区柏寿老年公寓,民营,300张,2500,"医养结合,交通便利,康复护理,个性化护理,适老化设计",柏寿老年公寓
昆明,昆明市盘龙区方舟敬老院,民营,45张,750,"邻近医院,康复护理",昆明市盘龙区
昆明,云南康之源老年公寓,民营,220张,1200,"邻近医院,康复护理,临终关怀",昆明市经开区阿拉乡小新村
昆明,云南省昆明市西山区知青老年公寓,民营,800张,1200,,云南省昆明市西山区大观楼公园隔壁小岛村288号
昆明,昆明市官渡区亚东福寿家园,民营,100张,2000,"医养结合,邻近医院,康复护理,临终关怀",云南省昆明市官渡区新体花园昆明亚东医院三楼
昆明,云南省昆明市官渡区强华敬老院,民营,150张,价格面议,"邻近医院,康复护理,临终关怀",东郊金马立交桥前50米
昆明,云南省昆明市社会福利院,公办（建）,500张,600,"医保定点,邻近医院,康复护理",五华区海屯路2号
南宁,泰康之家·桂园,民营,2200张,5200,"医养结合,邻近医院,邻近景点,交通便利,连锁品牌",天德路21号
南宁,悦年华·颐养社区（南宁五象）,民营,1542张,4800,"连锁品牌,高端定位,康复护理,适老化设计,餐饮定制",玉洞大道70号华润置地悦年华颐养社区
南宁,泰康之家·桂园（护理照护区）,民营,1950张,7600,"医养结合,交通便利,适老化设计,高端定位,康复护理",天德路21号
南宁,美好家园（南宁青秀）孝慈苑养老服务中心,民营,366张,2950,"医养结合,高端定位,康复护理",广西南宁市青秀区竹溪南路8-1号
南宁,南宁美好家园养老院有限公司,民营,400张,3900,"医养结合,邻近医院,高端定位,适老化设计,康复护理",青秀区竹溪南路
南宁,广西南宁市金太阳老年公寓,民营,500张,2100,"医养结合,交通便利,康复护理,临终关怀",广西南宁市西乡塘区大学西宁路2号（骋望剑桥郡旁边、同人加气站左拐）
南宁,南宁市五象养老服务中心,公办民营,2000张,2800,"医养结合,邻近医院,康复护理,个性化护理",步云路1号
南宁,南宁市夕阳红康复护养中心,公办（建）,200张,2200,"医养结合,邻近医院,康复护理",南宁市兴宁区邕武路14-2号
南宁,广投颐嘉金象苑养老服务中心,公建民营,42张,价格面议,"邻近医院,适老化设计,康复护理",广西南宁良庆区金象大道171号
南宁,广西南宁市金色阳光护理院,民营,350张,1700,"医养结合,邻近医院,康复护理,临终关怀,个性化护理",南宁市兴宁区望州路298--33号
南宁,广西省重阳老年公寓,民营,550张,900,康复护理,南宁市大沙田经济开发区金象大道72号
南宁,广西南宁市兴宁金色阳光护理院,民营,350张,1700,"医养结合,邻近医院,交通便利,康复护理,临终关怀",广西南宁市兴宁区金色阳光护理院
南宁,广西医大仁爱养老服务中心,公建民营,1058张,3400,"试住体验,医保定点,临终关怀,医养结合,个性化护理",白沙大道45号
南宁,南宁市瑞生养老院,民营,100张,2000,"医养结合,邻近医院,交通便利,餐饮定制,康复护理",蓉茉大道73号
南宁,前海人寿幸福之家南宁康养社区,民营,1100张,4000,"医养结合,餐饮定制,个性化护理,适老化设计,高端定位",南宁市良庆区海晖路 前海人寿幸福之家南宁康养社区
南宁,前海人寿幸福之家广西康养社区,民营,800张,4200,"医养结合,邻近景点,高端定位,交通便利,连锁品牌",石蚌街南侧
南宁,前海人寿南宁护理院,民营,293张,6000,"康复护理,医养结合,餐饮定制,个性化护理,适老化设计",南宁市良庆区金海路 前海人寿南宁护理院
南宁,南宁市鸿福呈祥养老服务中心,民营,230张,2000,"医养结合,邻近景点,高端定位,餐饮定制,交通便利",友谊路78号良凤江国家森林公园沿路4号楼
南宁,宾阳县颐园养老院,民营,120张,价格面议,"医养结合,邻近医院,交通便利",黎塘镇火车站广场南侧
南宁,南宁市西乡塘区安心园养老院,民营,50张,2000,"邻近医院,交通便利,邻近景点,餐饮定制,适老化设计",新阳路239-1号二楼安心园养老院
南宁,邕宁区银龙社区医养结合服务中心,民营,33张,价格面议,"医养结合,邻近医院,康复护理",龙亭路8号
南宁,南宁一心护理康复养老中心,社会团体,300张,价格面议,"邻近医院,交通便利,康复护理,个性化护理",南宁市北湖路尾园艺路2号
南宁,广西南宁市舜帆养老院,民营,60张,1000,"邻近医院,邻近景点,康复护理",南宁市青环路青山下埌农贸市场内
南宁,南宁市兴宁区颐康养老院,民营,70张,900,"邻近医院,康复护理,临终关怀",南宁市共和路168号基督教综合楼4楼
南宁,南宁市乐源养老服务中心,民营,50张,价格面议,"医养结合,邻近医院,康复护理",丰达路22号辉翔大厦二楼
南宁,南宁市邕宁区社会福利院,公办（建）,110张,1440,康复护理,南宁市邕宁区八鲤路327号
南宁,华邦美好家园（南宁青秀）孝慈苑,民营,401张,价格面议,"医养结合,高端定位,康复护理,连锁品牌,社区嵌入",柳园路8-1号
南宁,南宁市老来乐养老院,民营,150张,价格面议,邻近医院,南宁市兴宁区邕武路柳杨坡
南宁,南宁市富德老年公寓,民营,120张,价格面议,"医养结合,邻近医院,康复护理,个性化护理",五一宏德富德新村综合楼
贵阳,贵阳颐家养老院,民营,150张,2600,"邻近医院,餐饮定制,适老化设计,康复护理,个性化护理",东风镇颐家养老院（福万康康复医院隔壁）
贵阳,泰康之家·黔园（未开业）,民营,1000张,5700,"医保定点,医养结合,邻近医院,临终关怀,康复护理",核心区域建设用地
贵阳,贵阳魅力花园太阳谷安养中心,民营,220张,7599,"餐饮定制,连锁品牌,高端定位,医养结合,适老化设计",双龙航空港经济区中铁国际生态城太阳谷
贵阳,贵阳市夕阳红康复公寓,民营,148张,1000,"医保定点,邻近医院,康复护理",贵阳市四方河路117号
贵阳,中颐·贵州云漫湖养老院,其他,137张,2500,"邻近景点,康复护理",贵安新区马场镇嘉禾村云漫路9号
贵阳,贵阳市花溪区周周老年公寓,民营,300张,3000,"交通便利,餐饮定制,社区嵌入,康复护理,医养结合",平桥街道办大寨村006号
贵阳,贵阳工商康养营盘路养护院,公办（建）,397张,价格面议,"康复护理,社区嵌入,个性化护理",兴关路街道营盘路68号
贵阳,爱银发-贵阳观山湖区区域化养老服务中心,公办民营,1000张,1000,医养结合,贵阳市观山湖区碧海南路87号碧海社区服务中心旁
贵阳,贵阳市观山湖区百花湖乡花桥养老院,民营,120张,1500,邻近医院,贵阳巿观山湖区百花湖花桥1号
贵阳,睿悦红阳康养中心,民营,180张,3200,"邻近医院,交通便利,邻近景点,餐饮定制",贵州省贵阳市花溪区清溪街道办事处清溪路6号
贵阳,贵阳林东医养服务中心,民营,85张,2500,"医养结合,个性化护理,临终关怀,邻近医院,康复护理",金华镇蒿芝塘春晖路1号
贵阳,亲情老年公寓,民营,56张,2200,"邻近医院,交通便利,试住体验",花溪区桐木岭村4组
贵阳,喜开颜居家养老服务中心,民营,30张,2800,"高端定位,康复护理",贵阳市云岩区文昌北路鸿雁巷20号附12号
 
